step;price;dividend;variation;volume;is_rationed;pct_bit;excess_demand
55;0.01000000000000000020816681711721685132943093776702880859375;11.11727000644880867276368933;0;0;True;-43.90644195658736113445202822;1.28275E-27
56;0.01000000000000000020816681711721685132943093776702880859375;11.18878450918119362889725824;0;0;True;-193.2146937657151791026521204;-8.96E-27
57;0.01000000000000000020816681711721685132943093776702880859375;11.33640121984991226186593385;0;0;True;-193.5195202976396609779777256;-1.32E-26
58;0.01000000000000000020816681711721685132943093776702880859375;11.31310173379690583214070724;0;0;True;-224.0360528449624983937678619;9.3E-27
59;0.01000000000000000020816681711721685132943093776702880859375;11.24565472053844609346422852;0;0;True;-43.39872555568548623853323055;-1.30E-26
60;0.01000000000000000020816681711721685132943093776702880859375;11.21169422293859596479881109;0;0;True;-218.2066701482874596239265552;7.563E-27
61;0.01000000000000000020816681711721685132943093776702880859375;11.26361551047709565515408276;0;0;True;-36.96651128059041692435753410;3.227E-27
62;0.01000000000000000020816681711721685132943093776702880859375;11.27346224457176284588025154;0;0;True;-38.90749167419457440203816964;-1.22E-27
63;0.01000000000000000020816681711721685132943093776702880859375;11.18695317679286664841486794;0;0;True;-45.20232706465710724097881298;-5.106403344133962302488251936
64;0.01000000000000000020816681711721685132943093776702880859375;11.17856793949360614835959559;0;0;True;-0.9909707453500548895966507439;4.9E-29
65;0.01000000000000000020816681711721685132943093776702880859375;11.17583921648074386377676478;0;0;True;-107.9861562424659054416935836;4.78E-28
66;0.01000000000000000020816681711721685132943093776702880859375;11.24442525871153205775868449;0;0;True;-104.7618516324488850490501366;1.5E-28
67;0.01000000000000000020816681711721685132943093776702880859375;11.38925993190373376681334314;0;0;True;-107.7400314987349680507725144;3.7E-28
68;0.01000000000000000020816681711721685132943093776702880859375;11.36331751024803625949334770;0;0;True;-124.2792275276416377083427039;-1E-28
69;4.794255743441992442685312996;11.29335970816701999721920850;0;0;False;4.794255743441992442685312996;1.7E-27
70;0.01000000000000000020816681711721685132943093776702880859375;11.25701396118574117124751504;0;0;True;-43.45513101986342387747877732;-3.3E-27
71;12.21328740698388854642396272;11.30666926181188359926775084;0;0;False;12.21328740698388854642396272;-1.09E-26
72;13.37249652210789616072135357;11.31436330833981139087626558;0;0;False;13.37249652210789616072135357;0.0001091177112455635490523671
73;0.01000000000000000020816681711721685132943093776702880859375;11.22580918737251276434470917;0;0;True;-143.9272521709017228806204600;-8E-28
74;58.11279874927204279505668111;11.21548114954426995676739126;0;0;False;58.11279874927204279505668111;0.0007986088266148444726363081
75;0.01000000000000000020816681711721685132943093776702880859375;11.21090676602887448012489484;0;0;True;-449.5683446089934393712217054;2.5E-27
76;23.38394938095391402700220526;11.27773943078225614173209601;0;0;False;23.38394938095391402700220526;0.0004439636395069287945630956
77;0.01000000000000000020816681711721685132943093776702880859375;11.42090839537092164510863765;0;0;True;-136.2304533265496631822197262;5.5E-27
78;3.056430990453557593298951946;11.39338355054186474246840337;0;0;False;3.056430990453557593298951946;6.0E-27
79;0.01000000000000000020816681711721685132943093776702880859375;11.32192244644615705471031098;0;0;True;-289.2430161733358738515203165;0E-27
80;70.12784760130500894707274877;11.28414856255092137459562201;0;0;False;70.12784760130500894707274877;0.000187392220573757637942808
81;0.01000000000000000020816681711721685132943093776702880859375;11.33244713310880479124343409;0;0;True;-349.7388606451153329541917913;-1.35E-26
82;64.59966310376394272284362310;11.33885228607188652210839722;0;0;False;64.59966310376394272284362310;0.0003662367438440769024781072
83;0.01000000000000000020816681711721685132943093776702880859375;11.24907371621798413792770515;0;0;True;-175.2737389741414761002129722;-4.3E-27
84;0.01000000000000000020816681711721685132943093776702880859375;11.23758245194746776063808481;0;0;True;-5.104162559049759303433041327;8E-28
85;4.497496160837183839907858545;11.23190300331191239282055872;0;0;False;4.497496160837183839907858545;-7E-28
86;0.01000000000000000020816681711721685132943093776702880859375;11.29768585620114215786055646;0;0;True;-585.2862957736881775110152617;-2.5E-27
87;20.95283893566373176333259399;11.43985749951886335954487585;0;0;False;20.95283893566373176333259399;-1.08E-26
88;0.01000000000000000020816681711721685132943093776702880859375;11.41138519948240937034132039;0;0;True;-169.6854973472205765953639828;-5.1E-27
89;2.745891223735153101901235363;11.33902401293967445039014835;0;0;False;2.745891223735153101901235363;-2.0E-27
90;0.01000000000000000020816681711721685132943093776702880859375;11.30039505071976289973200539;0;0;True;-14.42443338796027592579407800;6E-28
91;78.33250201900375667304897027;11.34788129686920423940150929;0;0;False;78.33250201900375667304897027;0.0001948078996711031359675692
92;0.01000000000000000020816681711721685132943093776702880859375;11.35351474164426599717315410;0;0;True;-214.7932133279812303297967517;2.0E-27
93;3.628300938766510030496957389;11.26300304901174463858808035;0;0;False;3.628300938766510030496957389;-1.52E-26
94;0.01000000000000000020816681711721685132943093776702880859375;11.25081531810154023564685461;0;0;True;-182.6308833026755991408586398;-2E-27
95;0.01000000000000000020816681711721685132943093776702880859375;11.24447422615828124349123272;0;0;True;-166.6151266117349709220697136;3E-27
96;13.67734812906414712408809075;11.30962851790519256543942232;0;0;False;13.67734812906414712408809075;-1.23E-26
97;0.01000000000000000020816681711721685132943093776702880859375;11.45120302813771124621443769;0;0;True;-229.7624189723009974927439054;1.8E-27
98;0.01000000000000000020816681711721685132943093776702880859375;11.42216345167031486217356146;0;0;True;-129.4524764143391448470482255;4E-27
99;0.01000000000000000020816681711721685132943093776702880859375;11.34926335251818466715212681;0;0;True;-3.921417397852271991983821384;-1.0E-27
100;11.94672491331178622879234914;11.31012242331934760520116691;0;0;False;11.94672491331178622879234914;0.0000416070023814079839901693
101;1.690144752442302711094320885;11.35712230083880970916523062;0;0;False;1.690144752442302711094320885;-0.0001006426322548537690486253
102;0.01000000000000000020816681711721685132943093776702880859375;11.36229369541539119303830634;0;0;True;-168.3183480937242953551924084;4.1E-27
103;3.532702733452082647314111755;11.27134305509431357427011111;0;0;False;3.532702733452082647314111755;-6E-28
104;0.01000000000000000020816681711721685132943093776702880859375;11.25873832387998072417441317;0;0;True;-21.16693559679998421092644682;-1.2E-28
105;0.01000000000000000020816681711721685132943093776702880859375;11.25200108164779970724056122;0;0;True;-205.4399735124721106362479144;3.768E-27
106;0.01000000000000000020816681711721685132943093776702880859375;11.31677903062023510566702486;0;0;True;-131.7504876495880980991687944;-2.512E-27
107;0.01000000000000000020816681711721685132943093776702880859375;11.45799601521700165911311355;0;0;True;-125.1127851184485833315974311;-2.8E-27
108;0.01000000000000000020816681711721685132943093776702880859375;11.42861678939564075412563430;0;0;True;-136.8812525422415081159848166;2E-28
109;0.01000000000000000020816681711721685132943093776702880859375;11.35539402335724426422001025;0;0;True;-1.907548374683414451755197077;-1.3E-27
110;11.64940469299923879431364986;11.31594656061645422214339970;0;0;False;11.64940469299923879431364986;0.00090062717981925717634411921
111;6.833488669092071630393921118;11.36265523127106099500170811;0;0;False;6.833488669092071630393921118;-0.0009601015314339737858648414
112;0.01000000000000000020816681711721685132943093776702880859375;11.36754997932602991433724849;0;0;True;-69.29282725569065251470061271;-1.46E-27
113;0.01000000000000000020816681711721685132943093776702880859375;11.27633652480942035927068026;0;0;True;-4.064353307342493042891591296;5.5E-28
114;6.873233708199619890656169415;11.26348212010933216970319926;0;0;False;6.873233708199619890656169415;0.0004235362674187029489031032
115;0.01000000000000000020816681711721685132943093776702880859375;11.25650768806568358028224113;0;0;True;-38.99249638689125880824230354;-1.63E-27
116;0.01000000000000000020816681711721685132943093776702880859375;11.32106030671722478485648725;0;0;True;-154.0383863577034426688882605;4.02E-27
117;0.01000000000000000020816681711721685132943093776702880859375;11.46206322750914185415297597;0;0;True;-135.4409561063902885141206528;-5E-28
118;0.01000000000000000020816681711721685132943093776702880859375;11.43248064107317393923288309;0;0;True;-157.9730123847806330125226283;-2.0E-27
119;0.01000000000000000020816681711721685132943093776702880859375;11.35906468245090078990030711;0;0;True;-17.24027112803781933109995395;8E-28
120;13.17510401565110991294390755;11.31943368675542792137667171;0;0;False;13.17510401565110991294390755;-3.4E-27
121;0.01000000000000000020816681711721685132943093776702880859375;11.36596800110308600911845701;0;0;True;-31.08912340085596751506553482;-2.5E-27
122;7.079815248100942514228476691;11.37069711066645367760104341;0;0;False;7.079815248100942514228476691;-1.25E-26
123;0.01000000000000000020816681711721685132943093776702880859375;11.27932629958282293423152473;0;0;True;-26.72857953448867712446652859;2.8E-27
124;22.35312557030861916774368761;11.26632240614406461578322883;0;0;False;22.35312557030861916774368761;0.0001081548630065900584486380
125;0.01000000000000000020816681711721685132943093776702880859375;11.25920595979867940393213518;0;0;True;-49.55072196610228987529678407;-6E-28
126;26.64859705013209289264385810;11.32362366486357081720405926;0;0;False;26.64859705013209289264385810;-4.3E-27
127;0.01000000000000000020816681711721685132943093776702880859375;11.46449841774817058476933341;0;0;True;-168.3007791747596068642726252;-1E-27
128;0.01000000000000000020816681711721685132943093776702880859375;11.43479407180025123321027848;0;0;True;-163.0215849422600962236611969;-5.2E-27
129;0.01000000000000000020816681711721685132943093776702880859375;11.36126244164162421907609577;0;0;True;-111.7130209726138422625235023;-8.81E-28
130;7.065327621236758800340565607;11.32152155798661517899607082;0;0;False;7.065327621236758800340565607;2.0E-27
131;0.01000000000000000020816681711721685132943093776702880859375;11.36795147877271390376416606;0;0;True;-264.8804006988830425687665539;4E-27
132;11.46463455372670836830845650;11.37258141445260017742638290;0;0;False;11.46463455372670836830845650;-5E-27
133;0.01000000000000000020816681711721685132943093776702880859375;11.28111638817966210898191735;0;0;True;-66.09740595282497141226533843;4E-28
134;0.01000000000000000020816681711721685132943093776702880859375;11.26802299031106183171660592;0;0;True;-487.2510947946529733670996949;-2.8E-27
135;0.01000000000000000020816681711721685132943093776702880859375;11.26082151475732675899332231;0;0;True;-154.5184828950921670000336222;-4E-28
136;0.01000000000000000020816681711721685132943093776702880859375;11.32515844207428580444044198;0;0;True;-756.5325361683587714996996298;-1.78E-27
137;0.01000000000000000020816681711721685132943093776702880859375;11.46595645609834982257573919;0;0;True;-99.76770981986534807312476127;-2.34E-27
138;0.01000000000000000020816681711721685132943093776702880859375;11.43617920823292150906161406;0;0;True;-181.5321101744541245370731280;3E-28
139;11.43436073469553613638832333;11.36257832125266098107335216;0;0;False;11.43436073469553613638832333;-3.2E-27
140;0.01000000000000000020816681711721685132943093776702880859375;11.32277164361710010283502760;0;0;True;-68.19679239642077745284565117;1.13E-27
141;23.59996237225820660471705818;11.36913906012167458135566005;0;0;False;23.59996237225820660471705818;-1.41E-26
142;1.461975219517847930894744284;11.37370961673411282108556299;0;0;False;1.461975219517847930894744284;-0.0004210753788651389736854655
143;6.727803917116330131442630718;11.28218818034709912040803619;0;0;False;6.727803917116330131442630718;0.0000900265248136627682388147
144;0.01000000000000000020816681711721685132943093776702880859375;11.26904119287012699252382168;0;0;True;-101.2415804063506727993617827;6E-28
145;0.01000000000000000020816681711721685132943093776702880859375;11.26178880718843866171496001;0;0;True;-144.9642671847209788551927237;1.9E-27
146;8.964426728659725785396539180;11.32607736988384211198304138;0;0;False;8.964426728659725785396539180;0.0000975721543343052758939919
147;0.01000000000000000020816681711721685132943093776702880859375;11.46682943751742831470040003;0;0;True;-185.0536267448029575655874355;-4.9E-27
148;0.01000000000000000020816681711721685132943093776702880859375;11.43700854058104607654127370;0;0;True;-186.6696066038650111973343939;7E-27
149;0.01000000000000000020816681711721685132943093776702880859375;11.36336618698337932014219906;0;0;True;-280.1556950878137368293579457;1E-27
150;10.48154558579267324258102231;11.32352011606128252491544389;0;0;False;10.48154558579267324258102231;1.4E-27
151;0.01000000000000000020816681711721685132943093776702880859375;11.36985010894364788229881667;0;0;True;-23.77273109233031171411988617;-1.803E-27
152;12.03212061455919595227108528;11.37438511311498745694998487;0;0;False;12.03212061455919595227108528;2.6E-27
153;0.01000000000000000020816681711721685132943093776702880859375;11.28282990190893002444923891;0;0;True;-19.44450152446986096079734758;5E-29
154;0.01000000000000000020816681711721685132943093776702880859375;11.26965082835386635133446610;0;0;True;-171.1429037961627933705577830;-4.6E-27
155;1.760132804383741618564166473;11.26236796089799105255799895;0;0;False;1.760132804383741618564166473;-3.2E-27
156;0.01000000000000000020816681711721685132943093776702880859375;11.32662756590791688325820878;0;0;True;-677.0335704409972410773057285;-1.8E-27
157;0.01000000000000000020816681711721685132943093776702880859375;11.46735212374029934738737545;0;0;True;-121.7892582485235288742079889;-1.47E-27
158;0.01000000000000000020816681711721685132943093776702880859375;11.43750509249277355757068842;0;0;True;-161.5829907858953014920576429;-4E-28
159;17.92975711545477917373887071;11.36383791129952042709809171;0;0;False;17.92975711545477917373887071;0.0001559116867133170108931111
160;0.01000000000000000020816681711721685132943093776702880859375;11.32396825416161657650259313;0;0;True;-93.39314982796486370156419371;8E-28
161;0.01000000000000000020816681711721685132943093776702880859375;11.37027584013896523128670712;0;0;True;-236.4918378360893172371931712;-2.6E-27
162;17.90617374594728276618145671;11.37478955775053893846957453;0;0;False;17.90617374594728276618145671;-9.6E-27
163;11.51174527610722448874436538;11.28321412431270393187488813;0;0;False;11.51174527610722448874436538;-0.0000293636154916543626472128
164;0.01000000000000000020816681711721685132943093776702880859375;11.27001583963745156337176996;0;0;True;-27.27875616685650811954960682;2.2E-27
165;0.01000000000000000020816681711721685132943093776702880859375;11.26271472161739700397722786;0;0;True;-261.1637686435873533778879907;6E-28
166;0.01000000000000000020816681711721685132943093776702880859375;11.32695698859135253709107698;0;0;True;-222.6687696830263194118683655;5.058E-27
167;0.01000000000000000020816681711721685132943093776702880859375;11.46766507528956321851397093;0;0;True;-170.5358392801658231808060028;5.2E-28
168;0.01000000000000000020816681711721685132943093776702880859375;11.43780239646457423512705628;0;0;True;-162.5676352305888081588149391;1.07E-27
169;0.01000000000000000020816681711721685132943093776702880859375;11.36412035007273107076343823;0;0;True;-121.5879509257932938092780414;-2E-28
170;12.75161822059993518397562924;11.32423657099616668797212953;0;0;False;12.75161822059993518397562924;-8.0E-27
171;0.01000000000000000020816681711721685132943093776702880859375;11.37053074113178783717085104;0;0;True;-94.89429095682033888968653247;-1.7E-27
172;18.74197652583323678632443065;11.37503171369372041404819138;0;0;False;18.74197652583323678632443065;-7.0E-27
173;15.73704647671894304180685545;11.28344417245872633366382026;0;0;False;15.73704647671894304180685545;-0.0005627696223723350896934446
174;0.01000000000000000020816681711721685132943093776702880859375;11.27023438537617284506103929;0;0;True;-127.1974362836895051339725753;4E-28
175;3.638708267369312736041869437;11.26292234006918222157232834;0;0;False;3.638708267369312736041869437;-2.0E-27
176;0.01000000000000000020816681711721685132943093776702880859375;11.32715422612054849379720232;0;0;True;-225.5064888919366739588673021;2.9E-27
177;16.28407405311198133348973163;11.46785245094229937737603090;0;0;False;16.28407405311198133348973163;0.0001782208384243401907776838
178;0.01000000000000000020816681711721685132943093776702880859375;11.43798040333467358603769210;0;0;True;-219.8756678181736395317071552;5.0E-27
179;0.01000000000000000020816681711721685132943093776702880859375;11.36428945659932545412063716;0;0;True;-267.4862516640847890843976956;1.0E-27
180;7.262793785570012708669288552;11.32439722219643135215395867;0;0;False;7.262793785570012708669288552;-2.7E-27
181;14.88642944320048926159417270;11.37068335977203926813645437;0;0;False;14.88642944320048926159417270;-1.46E-26
182;12.99303283705976781288547627;11.37517670140195927345873691;0;0;False;12.99303283705976781288547627;-0.0006010569907610594018799673
183;6.457021678328755367174950690;11.28358191078155325009739976;0;0;False;6.457021678328755367174950690;-0.0000769023047468594038208553
184;0.01000000000000000020816681711721685132943093776702880859375;11.27036523678285841566682301;0;0;True;-176.4447919048862157587032105;0E-27
185;0.01000000000000000020816681711721685132943093776702880859375;11.26304664890553351364201191;0;0;True;-178.4286357684177732839301192;0E-27
186;0.01000000000000000020816681711721685132943093776702880859375;11.32727231951508222125788129;0;0;True;-130.8292353517121844327475534;1.894E-27
187;0.01000000000000000020816681711721685132943093776702880859375;11.46796463966710641845843152;0;0;True;-149.4959271696328268800961208;-2.6E-27
188;0.01000000000000000020816681711721685132943093776702880859375;11.43808698262324027506099051;0;0;True;-109.7007208697884520438706979;2.6E-27
189;15.19435368534995968552637300;11.36439070692346380868803758;0;0;False;15.19435368534995968552637300;0.0001151382723074849556866745
190;0.01000000000000000020816681711721685132943093776702880859375;11.32449341000436278898849265;0;0;True;-41.76056896291473021508061863;9E-29
191;0.01000000000000000020816681711721685132943093776702880859375;11.37077473818957413312499006;0;0;True;-99.11887918321836040439440134;-1E-28
192;12.32328394247405379603496420;11.37526351089861739519378780;0;0;False;12.32328394247405379603496420;-7.6E-27
193;0.01000000000000000020816681711721685132943093776702880859375;11.28366437980337846574184299;0;0;True;-116.3251746443482834729402937;-1.0E-27
194;8.352853600104700923612416784;11.27044358235359237052538172;0;0;False;8.352853600104700923612416784;-8.8E-27
195;0.01000000000000000020816681711721685132943093776702880859375;11.26312107719773077075416344;0;0;True;-148.3407889735813489048586035;-3.3E-27
196;0.01000000000000000020816681711721685132943093776702880859375;11.32734302639266961551111997;0;0;True;-126.4822149886556156727267072;1.8114E-27
197;103.2310805180774432225461511;11.46803181120081444299586825;0;0;False;103.2310805180774432225461511;-1.67E-26
198;0.01000000000000000020816681711721685132943093776702880859375;11.43815079558026289836857239;0;0;True;-205.2215591301983044289955514;4E-28
199;0.01000000000000000020816681711721685132943093776702880859375;11.36445132923263530082740650;0;0;True;-143.7533285496990791361556671;-1.1E-27
200;3.056749050131432855139318978;11.32455100119807570651820096;0;0;False;3.056749050131432855139318978;0E-28
201;0.01000000000000000020816681711721685132943093776702880859375;11.37082944982360140477565539;0;0;True;-221.4975004029402022654868676;2.9E-27
202;71.35052016895721315209753969;11.37531548695094330325949018;0;0;True;71.35052016895721315209753969;1.04E-27
203;16.94570464960316813148563921;11.28371375705308807840195205;0;0;False;16.94570464960316813148563921;-3.4E-27
204;0.01000000000000000020816681711721685132943093776702880859375;11.27049049074081650255029253;0;0;True;-75.37984478231480158027922010;1.8E-27
205;4.952748215683385399042958586;11.26316564016559369617574556;0;0;False;4.952748215683385399042958586;-2E-28
206;500;11.32738536121213939465964399;0;0;True;1579.503576664566322880371113;-1.4E-27
207;0.01000000000000000020816681711721685132943093776702880859375;11.46807202927931073318508603;0;0;True;-343.9193271510890150836499603;2E-28
208;0.01000000000000000020816681711721685132943093776702880859375;11.43818900275483437404654324;0;0;True;-120.8507055849843814720792412;-2.1E-27
209;0.01000000000000000020816681711721685132943093776702880859375;11.36448762604847820271978207;0;0;True;-88.02569480168296215156882970;1.791E-27
210;8.122301816667951969733015164;11.32458548317312646331434585;0;0;False;8.122301816667951969733015164;-7.4E-27
211;0.01000000000000000020816681711721685132943093776702880859375;11.37086220769989962373046173;0;0;True;-268.2954173643983398914287241;-4.3E-27
212;19.52016122609006332813514315;11.37534660693342661126510146;0;0;False;19.52016122609006332813514315;-1.31E-26
213;0.01000000000000000020816681711721685132943093776702880859375;11.28374332103644722100590076;0;0;True;-144.6864890648837548599994101;-6E-28
214;0.01000000000000000020816681711721685132943093776702880859375;11.27051857652500768802273090;0;0;True;-133.2319863431246914197253662;8.1E-28
215;0.01000000000000000020816681711721685132943093776702880859375;11.26319232166057532237331475;0;0;True;-144.5246005276088237902140246;-1.2E-27
216;0.01000000000000000020816681711721685132943093776702880859375;11.32741070863237193954614982;0;0;True;-182.7863067371993858085536673;-3.33E-27
217;47.04132561094831212984501646;11.46809610932853165082614092;0;0;False;47.04132561094831212984501646;-1.89E-26
218;0.01000000000000000020816681711721685132943093776702880859375;11.43821187880159424580447602;0;0;True;-115.6994842148186933359726982;-3E-28
219;0.01000000000000000020816681711721685132943093776702880859375;11.36450935829290008088880231;0;0;True;-98.42788706096707907492260843;-2.2E-27
220;20.68207850372178254083484670;11.32460612880532724757394997;0;0;False;20.68207850372178254083484670;0.0001869251459660976015801882
221;0.01000000000000000020816681711721685132943093776702880859375;11.37088182105049036877616879;0;0;True;-193.1180367076000991573334629;-1.05E-27
222;80.76152524714772674924047149;11.37536523961648781905765216;0;0;False;80.76152524714772674924047149;-3.86E-26
223;0.01000000000000000020816681711721685132943093776702880859375;11.28376102208535536840799647;0;0;True;-148.4674097346717182586925251;6E-28
224;0.01000000000000000020816681711721685132943093776702880859375;11.27053539252147042805393574;0;0;True;-143.3872547088671266623344894;-1E-28
225;14.82281299528107375287877399;11.26320829685721492540221257;0;0;False;14.82281299528107375287877399;0.0005986660860215731575525691
226;0.01000000000000000020816681711721685132943093776702880859375;11.32742588506917956242289331;0;0;True;-274.7247439290145474319116502;-4.8E-27
227;15.88409511053505692722679830;11.46811052694349889255837326;0;0;False;15.88409511053505692722679830;1.1E-27
228;0.01000000000000000020816681711721685132943093776702880859375;11.43822557553581312544945647;0;0;True;-191.9553797076217959284990807;-1E-28
229;0.01000000000000000020816681711721685132943093776702880859375;11.36452237019040801655092548;0;0;True;-232.3489078539925392875673454;2.3E-27
